Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
33,"WD Tobler, M Stanley","Stereotactic resection of brain metastases in eloquent brain",1994,"Stereotactic and functional neurosurgery","karger.com","https://www.karger.com/Article/Abstract/100289","https://scholar.google.com/scholar?cites=13686766384003650472&as_sdt=2005&sciodt=2007&hl=en",94,"2021-12-14 16:19:11","","","","",,,,,33,1.22,17,2,27,"We have treated 14-patients with metastatic tumors located in eloquent cortical areas by a stereotactic-guided keyhole craniotomy and total microsurgical excision utilizing the Pelorus stereotactic device. Patients ranged in ages from 26 to 82 years with a median age of 59 …","","https://scholar.google.com/scholar?q=related:qJNLuoIp8b0J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"A Alaminos, L Cardentey, DA Bosch, ...","Subject Index Vol. 63, 1994",1994,"Stereotactic and …","karger.com","https://www.karger.com/Article/Abstract/100327","",628,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,4,27,"Further Section Further Section Stereotact Funct Neurosurg 1994;63:300-301 Subject Index Vol. 63,1994 ACNU 154 Acquired immunodeficiency Syndrome 150 Adaptive surface matching 69 Amygdala 31,182 Anaplastic astrocytoma 56 Anterior capsulotomy 160 Artenovenous …","",""
0,"A Alaminos, L Cardentey, DA Bosch, ...","Author Index Vol. 63, 1994",1994,"Stereotactic and …","karger.com","https://www.karger.com/Article/Abstract/100326","",629,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,4,27,"Author Index Vol. 63,1994 Page 1 Further Section Stereotact Funct Neurosurg 1994;63:297–299 Author Index Vol. 63,1994 (A) = Abstract Akai,F. 154 Alaminos, A. 35 (A), 52 Alexander, E.Jill 139, 288 (A) Altobelli,D. 139 Alvarez, L. 52 Andermann, F. 63 Andrade,M. 182 Andrews, DW …","https://www.karger.com/Article/PDF/100326",""
2,"W Tobler","Movement takes time: A note on the time of movement",1993,"Structure and Change in the Space Economy","Springer","https://link.springer.com/chapter/10.1007/978-3-642-78094-3_5","https://scholar.google.com/scholar?cites=16949295418643336697&as_sdt=2005&sciodt=2007&hl=en",242,"2021-12-14 16:19:11","","10.1007/978-3-642-78094-3_5","","",,,,,2,0.07,2,1,28,"Continuous transportation modelling was introduced by Martin Beckmann in 1952, and continues in some of his recent books with Tonu Puu. My own recent work has also dealt with this topic and with spatial interaction models in both continuous and discrete form …","","https://scholar.google.com/scholar?q=related:-U1kzWH-N-sJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
47,"WR Tobler","Numerical approaches to map projections",1977,"Studies in theoretical cartography","Deuticke, Vienna","","https://scholar.google.com/scholar?cites=1284359147132381171&as_sdt=2005&sciodt=2007&hl=en",276,"2021-12-14 16:19:11","CITATION","","","",,,,,47,1.07,47,1,44,"","","https://scholar.google.com/scholar?q=related:82fZ6Nb10hEJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"W Bernecker, RT Buve, J Fisher, H Pietschmann, ...","Handbuch der Geschichte Lateinamerikas, 3 vols",1992,"Stuttgart, aparecerá …","","","https://scholar.google.com/scholar?cites=13423984095838565155&as_sdt=2005&sciodt=2007&hl=en",742,"2021-12-14 16:19:11","CITATION","","","",,,,,3,0.10,1,5,29,"","","https://scholar.google.com/scholar?q=related:I3PzbmmSS7oJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"WD Tobler","Image-guided Neurosurgery with the Mayfield ACCISS Workstation",1998,"Surgical Technology International VII. San Francisco …","","","https://scholar.google.com/scholar?cites=5128871888837082946&as_sdt=2005&sciodt=2007&hl=en",526,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.09,2,1,23,"","","https://scholar.google.com/scholar?q=related:Qv-eGM9pLUcJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
38,"WD Tobler, S Weil","Epidural lipomatosis and renal transplantation",1988,"Surgical neurology","Elsevier","https://www.sciencedirect.com/science/article/pii/0090301988900729","https://scholar.google.com/scholar?cites=603794813718930867&as_sdt=2005&sciodt=2007&hl=en",105,"2021-12-14 16:19:11","","","","",,,,,38,1.15,19,2,33,"A 34-year-old man presented with progressive myelopathy 4 months after cadaveric renal transplant for endstage renal disease. Radiographic evaluation gave findings consistent with epidural lipomatosis and compression of the thoracic thecal sac. Decompressive …","","https://scholar.google.com/scholar?q=related:s6XwHC8cYQgJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"WD Tobler","Image-guided neurosurgery.",1998,"Surgical technology international","europepmc.org","https://europepmc.org/article/med/12722014","",328,"2021-12-14 16:19:11","","","","",,,,,0,0.00,0,1,23,"The linking of digitizing pointers to computer programs that reformat diagnostic studies has resulted in the development of image-guided surgery, also called frameless stereotactic surgery. With frameless stereotaxy, the neurosurgeon transposes the three-dimensional …","",""
22,"WR Tobler","Some new equal area map projections",1964,"Survey Review","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1179/sre.1964.17.131.240","https://scholar.google.com/scholar?cites=15570206001344100182&as_sdt=2005&sciodt=2007&hl=en",100,"2021-12-14 16:19:11","","10.1179/sre.1964.17.131.240","","",,,,,22,0.39,22,1,57,"The investigation which follows was undertaken in order to clarify some confusion regarding the elliptical equal-area projection attributed to Hammer. In the course of this investigation a number of new equal-area projections of the sphere were discovered. These projections are …","","https://scholar.google.com/scholar?q=related:VjfFHd17FNgJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
7,"W Tobler","Non-isotropic modeling",1993,"THREE PRESENTATIONS ON GEOGRAPHICAL …","","","https://scholar.google.com/scholar?cites=16947175658442811413&as_sdt=2005&sciodt=2007&hl=en",373,"2021-12-14 16:19:11","CITATION","","","",,,,,7,0.25,7,1,28,"","","https://scholar.google.com/scholar?q=related:FWihq3h2MOsJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"MW Tobler","Habitat use and diet of Baird's Tapirs",2002,"Tapirus bairdii","","","https://scholar.google.com/scholar?cites=5006845698336438224&as_sdt=2005&sciodt=2007&hl=en",580,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.11,2,1,19,"","","https://scholar.google.com/scholar?q=related:0DeJnqLje0UJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"MA Madera, WD Tobler","Miniframe Stereotactic Apparatus",,"Textbook of Stereotactic and Functional Neurosurgery","infona.pl","https://www.infona.pl/resource/bwmeta1.element.springer-d3974fec-0fff-3056-95b1-0ea965743019","",329,"2021-12-14 16:19:11","","","","",,,,,0,0.00,0,2,,"As stereotactic localization is increasingly used in cranial neurosurgery, its applications now include biopsy of mass lesions, aspiration of hematomas/cystic lesions, catheter placement, and planning small, strategically placed craniotomy flaps. Another important, but less often …","",""
2,"W Tobler, M Stanley","Stereotactic aspiration of spontaneous intracerebral hematomas for correction of neurological deficits",1998,"Textbook of Stereotactic and Functional Neurosurgery …","","","https://scholar.google.com/scholar?cites=6614698595004361802&as_sdt=2005&sciodt=2007&hl=en",567,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.09,1,2,23,"","","https://scholar.google.com/scholar?q=related:SqyCc1MhzFsJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
354,"WR Tobler","Experiments in migration mapping by computer",1987,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1559/152304087783875273","https://scholar.google.com/scholar?cites=13457159213542872848&as_sdt=2005&sciodt=2007&hl=en",6,"2021-12-14 16:19:11","","10.1559/152304087783875273","","",,,,,354,10.41,354,1,34,"Migration maps represent patterns of geographical movement by arrows or bands between places, using information arriving in “from-to” tables. In the most interesting cases the tables are of large size, suggesting that computer assistance would be useful in the preparation of …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.491.6266&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:EBcZcQFvwboJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
141,"WR Tobler","Analytical cartography",1976,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1559/152304076784080230","https://scholar.google.com/scholar?cites=15323494927425882828&as_sdt=2005&sciodt=2007&hl=en",24,"2021-12-14 16:19:11","","10.1559/152304076784080230","","",,,,,141,3.13,141,1,45,"In the late 1960's a new course, entitled Analytical Cartography, was introduced into the geography program at the University of Michigan. It is the purpose of this talk to explain some of the motivation for this course and to illustrate some of the content by a selection of …","http://pure.iiasa.ac.at/id/eprint/351/1/WP-75-077.pdf","https://scholar.google.com/scholar?q=related:zEq4-nL9p9QJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
146,"WR Tobler","A transformational view of cartography",1979,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1559/152304079784023104","https://scholar.google.com/scholar?cites=3311645626016831018&as_sdt=2005&sciodt=2007&hl=en",29,"2021-12-14 16:19:11","","10.1559/152304079784023104","","",,,,,146,3.48,146,1,42,"Cartographic transformations are applied to locative geographic data and to substantive geographic data. Conversion between locative aliases are between points, lines, and areas. Substantive transformations occur in map interpolation, filtering, and generalization, and in …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.520.3149&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:Kpa1qCZU9S0J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
128,"WR Tobler","Pseudo-cartograms",1986,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1559/152304086783900194","https://scholar.google.com/scholar?cites=3830975781324069678&as_sdt=2005&sciodt=2007&hl=en",30,"2021-12-14 16:19:11","","10.1559/152304086783900194","","",,,,,128,3.66,128,1,35,"ff - + - Page 1 Pseudo-Cartograms Waldo R. Tobler ABSTRACT. Pseudo-cartograms provide a convenient approximation to pycnomirastic map projections, and are easily computed from one-dimensional integrals of marginal density distributions. Examples are given using world …","http://csiss.ncgia.ucsb.edu/SPACE/workshops/2004/SAC/files/pseudo.pdf","https://scholar.google.com/scholar?q=related:Lhvy_CxcKjUJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
39,"WR Tobler","Local map projections",1974,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1559/152304074784107827","https://scholar.google.com/scholar?cites=3225549454136771797&as_sdt=2005&sciodt=2007&hl=en",75,"2021-12-14 16:19:11","","10.1559/152304074784107827","","",,,,,39,0.83,39,1,47,"A computationally simple map projection is derived and is shown to have a correspondingly direct inverse, a single empirical parameter, and modest distortional properties. This is especially appropriate for rapidly and inexpensively displaying geographical data on an …","https://www.researchgate.net/profile/Waldo-Tobler/publication/250015557_Local_Map_Projections/links/54a173830cf267bdb902be12/Local-Map-Projections.pdf","https://scholar.google.com/scholar?q=related:1QRHiyN0wywJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
29,"WR Tobler","Measuring the similarity of map projections",1986,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1559/152304086783900103","https://scholar.google.com/scholar?cites=12400026813843986137&as_sdt=2005&sciodt=2007&hl=en",89,"2021-12-14 16:19:11","","10.1559/152304086783900103","","",,,,,29,0.83,29,1,35,"The departure of one map projection from another can be calculated from the lengths of the vectors connecting corresponding points. This allows one to decide the relative similarity of two map projections and suggests a procedure for finding a projection close to a given one …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.578.9935&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:2VZ9ZLC-FawJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
21,"WR Tobler","A Proposal for an Equal Area Map of the Entire World on Mercator's Projection",1978,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1559/152304078784022827","https://scholar.google.com/scholar?cites=10838423952083107668&as_sdt=2005&sciodt=2007&hl=en",98,"2021-12-14 16:19:11","","10.1559/152304078784022827","","",,,,,21,0.49,21,1,43,"The superimposition of regions scaled to be correct in area relative to one another on a Mercator map background provides an illustration of area changes on the projection while preserving Mercator shapes; the resulting"" world"" is discontinuous. Modifying the longitude …","","https://scholar.google.com/scholar?q=related:VL__9CjRaZYJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
15,"M Petrich, W Tobler","The globular projection generalized",1984,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1559/152304084783914803","https://scholar.google.com/scholar?cites=2348692446873298573&as_sdt=2005&sciodt=2007&hl=en",134,"2021-12-14 16:19:11","","10.1559/152304084783914803","","",,,,,15,0.41,8,2,37,"The Globular Projection Generalized Page 1 The Globular Projection Generalized M. Petrich and W. Tobler ABSTRACT. The globular map projection is a special case ofthe interrupted world map presented here. KEY WORDS: map projections, world maps, interruption Dating from …","","https://scholar.google.com/scholar?q=related:jaaGJlY7mCAJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
9,"WR Tobler","Polycylindric map projections",1986,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1559/152304086783900040","https://scholar.google.com/scholar?cites=6757867631216893569&as_sdt=2005&sciodt=2007&hl=en",172,"2021-12-14 16:19:11","","10.1559/152304086783900040","","",,,,,9,0.26,9,1,35,"Polycylindric Map Projections Page 1 Polycylindric Map Projections Waldo R. Tobler ABSTRACT. Specific polycylindric map projections are derived and illustrated, one of which is equal area. Equations are given for the entire class ofpolycylindric projections. KEY WORDS: Map …","https://www.researchgate.net/profile/Waldo-Tobler/publication/240764742_Polycylindric_Map_Projections/links/54a173830cf257a636036faf/Polycylindric-Map-Projections.pdf","https://scholar.google.com/scholar?q=related:gR7LTc7EyF0J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"W Tobler","Spherical quadrilateral to map scale conversion",1989,"The American Cartographer","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1559/152304089783875640","https://scholar.google.com/scholar?cites=4204043169499977386&as_sdt=2005&sciodt=2007&hl=en",231,"2021-12-14 16:19:11","","10.1559/152304089783875640","","",,,,,3,0.09,3,1,32,"A number of agencies are now providing digital data at equal intervals of latitude and longitude. The accompanying table can be used to estimate the equivalent map scales and resolution in meters of these data. The assumptions made are that the area of the earth is …","","https://scholar.google.com/scholar?q=related:qhZ0Gv3CVzoJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
10,"WR Tobler","A computer program to draw perspective views of geographical data",1974,"The American Cartographer","","","https://scholar.google.com/scholar?cites=231932707555552991&as_sdt=2005&sciodt=2007&hl=en",338,"2021-12-14 16:19:11","CITATION","","","",,,,,10,0.21,10,1,47,"","","https://scholar.google.com/scholar?q=related:366klZH9NwMJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
36,"WR Tobler","Automation in the preparation of thematic maps",1965,"The Cartographic Journal","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1179/caj.1965.2.1.32","https://scholar.google.com/scholar?cites=7565943732205469082&as_sdt=2005&sciodt=2007&hl=en",120,"2021-12-14 16:19:11","","10.1179/caj.1965.2.1.32","","",,,,,36,0.64,36,1,56,"Automation is of particular importance in the construction of thematic maps, especially those derived from extensive statistical data. A staff member of the Department of Geography, University of Michigan, examines the fundamental problems involved, and shows how …","","https://scholar.google.com/scholar?q=related:mj2zBL2h_2gJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
8,"WR Tobler","Notes on two projections",1966,"The Cartographic Journal","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1179/caj.1966.3.2.87","https://scholar.google.com/scholar?cites=9651005116461049326&as_sdt=2005&sciodt=2007&hl=en",168,"2021-12-14 16:19:11","","10.1179/caj.1966.3.2.87","","",,,,,8,0.15,8,1,55,"The development of projections with loxodromic properties is considered with regard to the azimuthal equidistant, and an example is given centred at 45° N, 0° E. The nature and value of the two-point equidistant projection is discussed and an example given centred on …","","https://scholar.google.com/scholar?q=related:7mUjLAVC74UJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
4,"W Tobler","Automatization and Geography",1959,"The Geographical Review","","","https://scholar.google.com/scholar?cites=12132150684503486430&as_sdt=2005&sciodt=2007&hl=en",408,"2021-12-14 16:19:11","CITATION","","","",,,,,4,0.06,4,1,62,"","","https://scholar.google.com/scholar?q=related:3q9Xx8QOXqgJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"W Tobler","others. 1995.“",,"The Global Demography Project."" Tech","","","https://scholar.google.com/scholar?cites=6669853039701886186&as_sdt=2005&sciodt=2007&hl=en",566,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:6oR9TwAUkFwJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"W Tobler","Spatial interaction: Extracting meaning from masses of data",1975,"The IISA project on urban and regional systems. IISA …","","","https://scholar.google.com/scholar?cites=10625369411667730595&as_sdt=2005&sciodt=2007&hl=en",473,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.04,2,1,46,"","","https://scholar.google.com/scholar?q=related:o6DBLS_ldJMJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"W Tobler","TREATMENT OF PYLOROSPASM",1929,"The Journal of Nervous and Mental Disease","journals.lww.com","https://journals.lww.com/jonmd/citation/1929/05000/treatment_of_pylorospasm.28.aspx","",317,"2021-12-14 16:19:11","","","","",,,,,0,0.00,0,1,92,"TREATMENT OF PYLOROSPASM : The Journal of Nervous and Mental Disease Log in Your account has been temporarily locked Your account has been temporarily locked due to incorrect sign in attempts and will be automatically unlocked in 30 mins. For immediate assistance …","",""
59,"WD Tobler, LA Ferrara","The presacral retroperitoneal approach for axial lumbar interbody fusion: a prospective study of clinical outcomes, complications and fusion rates at a follow-up of two …",2011,"The Journal of bone and joint …","online.boneandjoint.org.uk","https://online.boneandjoint.org.uk/doi/abs/10.1302/0301-620x.93b7.25188","https://scholar.google.com/scholar?cites=8055445991791430432&as_sdt=2005&sciodt=2007&hl=en",45,"2021-12-14 16:19:11","","10.1302/0301-620x.93b7.25188","","",,,,,59,5.90,30,2,10,"The presacral retroperitoneal approach for axial lumbar interbody fusion (presacral ALIF) is not widely reported, particularly with regard to the mid-term outcome. This prospective study describes the clinical outcomes, complications and rates of fusion at a follow-up of two years …","https://online.boneandjoint.org.uk/doi/pdf/10.1302/0301-620X.93B7.25188","https://scholar.google.com/scholar?q=related:IIsSMHOxym8J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"WR Tobler","Analytical cartography",2011,"The Map Reader: Theories of Mapping Practice …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9780470979587.ch5","https://scholar.google.com/scholar?cites=17007706664196016666&as_sdt=2005&sciodt=2007&hl=en",462,"2021-12-14 16:19:11","CITATION","10.1002/9780470979587.ch5","","",,,,,2,0.20,2,1,10,"This chapter contains sections titled: Editors' overview References Further reading See also","","https://scholar.google.com/scholar?q=related:GopysxmDB-wJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"WR Tobler","Automation and Cartography",2011,"The Map Reader: Theories of Mapping Practice …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9780470979587.ch19","",652,"2021-12-14 16:19:11","CITATION","10.1002/9780470979587.ch19","","",,,,,0,0.00,0,1,10,"This chapter contains sections titled: Editors' overview The map as a data storage element The map as a computer input The map as data processing output Other applications of data processing procedure The possibilities for automation References Further reading See also","","https://scholar.google.com/scholar?q=related:I3gbPmHisigJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
16,"W Tobler","Depicting federal fiscal transfers",1981,"The Professional Geographer","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0033-0124.1981.00419.x","https://scholar.google.com/scholar?cites=11911749541326527944&as_sdt=2005&sciodt=2007&hl=en",116,"2021-12-14 16:19:11","","10.1111/j.0033-0124.1981.00419.x","","",,,,,16,0.40,16,1,40,"A method is described for cartographically illustrating interstate flows of federal monies within the contiguous United States, using as data the differences between government collections and expenditures by state. It is assumed that movements between surplus and …","","https://scholar.google.com/scholar?q=related:yJ0wwBgJT6UJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
16,"WR Tobler","THE POLAR CASE OF HAMMER'S PROJECTION",1962,"The Professional Geographer","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1111/j.0033-0124.1962.142_20.x","https://scholar.google.com/scholar?cites=12541833526728035688&as_sdt=2005&sciodt=2007&hl=en",129,"2021-12-14 16:19:11","","10.1111/j.0033-0124.1962.142_20.x","","",,,,,16,0.27,16,1,59,"APS DRAWN on thc cquatorial aspect; wI of Hammer's equal-area projection arc fairly con1111oi2. The oblique and transverse versions arc seldom seen, however. Since thc properties of a projection are independent of the point of tangency, it is often instructive to …","","https://scholar.google.com/scholar?q=related:aI21oCSLDa4J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
11,"JC Sherman, WR Tobler","Multiple use concept in cartography",1957,"The Professional Geographer","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1111/j.0033-0124.1957.095_5.x","https://scholar.google.com/scholar?cites=18011032901731926633&as_sdt=2005&sciodt=2007&hl=en",162,"2021-12-14 16:19:11","","10.1111/j.0033-0124.1957.095_5.x","","",,,,,11,0.17,6,2,64,"The term multipte use is most commonly associated with hydroelectric power dams. In this context it is used to indicate that the installation has been planned and built to provide flood control, river navigability, irrigation and similar benefits, as well as electric power. Applying …","","https://scholar.google.com/scholar?q=related:acKaYf8K9PkJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
6,"WR Tobler","A comparison of spherical and ellipsoidal measures",1964,"The Professional Geographer","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1111/j.0033-0124.1964.009_q.x","https://scholar.google.com/scholar?cites=8085576112281781685&as_sdt=2005&sciodt=2007&hl=en",215,"2021-12-14 16:19:11","","10.1111/j.0033-0124.1964.009_q.x","","",,,,,6,0.11,6,1,57,"REQUESTS for information concerning the distance and direction between points on the earth's surface are not difficult to satisfy as long as great precision is not required. A quick measurement on a globe of moderate size often suffices. From time to time, however, a more …","","https://scholar.google.com/scholar?q=related:tYXwiKK8NXAJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
35,"PC Gerszten, WD Tobler, RJ Nasca","Retrospective analysis of L5–S1 axial lumbar interbody fusion (AxiaLIF): a comparison with and without the use of recombinant human bone morphogenetic …",2011,"The Spine Journal","Elsevier","https://www.sciencedirect.com/science/article/pii/S1529943011013246","https://scholar.google.com/scholar?cites=10069662460241971879&as_sdt=2005&sciodt=2007&hl=en",58,"2021-12-14 16:19:11","HTML","","","",,,,,35,3.50,12,3,10,"Background context Since approval by the Food and Drug Administration in 2002, use of recombinant human bone morphogenetic protein-2 (rhBMP-2) to promote spinal fusion is increasing. Purpose In this comparative analysis, the authors assess fusion rates and …","https://www.sciencedirect.com/science/article/pii/S1529943011013246","https://scholar.google.com/scholar?q=related:pwrP_qegvosJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"W Tobler","P73. New spine triage system",2004,"The Spine Journal","thespinejournalonline.com","https://www.thespinejournalonline.com/article/S1529-9430(04)00424-3/abstract","",666,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,17,"PURPOSE: In our review of a large volume of patients with spinal symptoms, we found that patients waited 30 days (mean) and up to eight weeks for a first appointment. Only 22% were surgical candidates. We present the results of a new spine triage system designed to …","",""
2,"M Perez-Cruet, W Tobler, P Lennarson, ...","P131. Early results of a prospective, multicenter, randomized clinical trial evaluating minimally invasive and open pedicle screw implantation outcomes",2005,"The Spine …","thespinejournalonline.com","https://www.thespinejournalonline.com/article/S1529-9430(05)00553-X/abstract","https://scholar.google.com/scholar?cites=616010950379157994&as_sdt=2005&sciodt=2007&hl=en",239,"2021-12-14 16:19:11","","","","",,,,,2,0.13,1,4,16,"BACKGROUND CONTEXT: Minimally invasive spine surgery (MIS) has gained popularity in recent years. The interest in MIS is due to technological advances and the recognition of the trauma during open surgery (ie muscle stripping). There are a small number of MIS systems …","","https://scholar.google.com/scholar?q=related:6rkZE7KCjAgJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"W Tobler, M Perez-Cruet, ...","P123. Early Results of a Prospective, Multi-Center, Randomized Clinical Trial Evaluating Minimally Invasive and Open Pedicle Screw Implantation Outcomes",2006,"The Spine …","thespinejournalonline.com","https://www.thespinejournalonline.com/article/S1529-9430(06)00650-4/abstract","",341,"2021-12-14 16:19:11","","","","",,,,,0,0.00,0,3,15,"BACKGROUND CONTEXT: Minimally invasive spine surgery (MIS) has gained popularity in recent years. The interest in MIS is due to technological advances and the recognition of the trauma during open surgery (ie muscle stripping). There are a small number of MIS systems …","",""
2,"W Tobler","I999",,"The World is Shriveling as it Shrinks. ESR1 User …","","","https://scholar.google.com/scholar?cites=1405359881111194914&as_sdt=2005&sciodt=2007&hl=en",569,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:Is03r13XgBMJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
45,"WR Tobler","Philosophy in geography",1979,"Theory and Decision Library","","","https://scholar.google.com/scholar?cites=18358186111418086664&as_sdt=2005&sciodt=2007&hl=en",278,"2021-12-14 16:19:11","CITATION","","","",,,,,45,1.07,45,1,42,"","","https://scholar.google.com/scholar?q=related:CLWVowBhxf4J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
48,"WR Tobler, S Kennedy","Smooth multidimensional interpolation",1985,"Third Annual","core.ac.uk","https://core.ac.uk/download/pdf/42839565.pdf#page=491","https://scholar.google.com/scholar?cites=4698398093261502120&as_sdt=2005&sciodt=2007&hl=en",62,"2021-12-14 16:19:11","PDF","","","",,,,,48,1.33,24,2,36,"A simple method of assigning values to missing data in a geographic context is to use an average of adjacent observations. The value thus obtained is a linear combination of neighboring values with appropriately chosen weights. The same general method can be …","https://core.ac.uk/download/pdf/42839565.pdf#page=491","https://scholar.google.com/scholar?q=related:qHY5MiwQNEEJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"W Tobler","R,. 2004",,"Thirty-five years of computer cartograms. Annals of the …","","","https://scholar.google.com/scholar?cites=13253428415644895137&as_sdt=2005&sciodt=2007&hl=en",500,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:oQeVouyi7bcJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
